['Teleost_Euteleost_Gobiaria_Gobiiformes_Gobiidae_Periophthalmodon_schlosseri', 'Teleost_Euteleost_Anabantaria_Synbranchiformes_Synbranchidae_Monopterus_albus']
anchors:  [161 349]
true_p:  [0.91087844 0.08912156]
true_x:  [0.86711766 0.5647482 ]
true_y:  0.08049697680807734
Simulation Runtime:  0.6031277179718018
opt_anchors:  [158 252]
opt_x:  [1. 1.]
opt_p:  [0.86838777 0.13161223]
opt_y:  0.10630863272393698
optimal anchors:  [158 252]
optimal p:  [0.86838777 0.13161223]
optimal x:  [1. 1.]
optimal y:  0.10630863272393698
Jaccard:  0.0
Optimization Runtime:  0.07568001747131348
